アイドル	作品	P/S	レア度	カード名	入手	実装日
浅倉透	シャニマス	P	R	白いツバサ	恒常	2020/04/03
樋口円香	シャニマス	W.I.N.G編				2020/04/06
樋口円香	シャニマス	P	R	白いツバサ	恒常	2020/04/06
福丸小糸	シャニマス	W.I.N.G編				2020/04/09
福丸小糸	シャニマス	P	R	白いツバサ	恒常	2020/04/09
幽谷霧子	シャニマス	S	SR	君・空・我・空	イベント	2020/04/10
園田智代子	シャニマス	P	SSR	You’re My Dream	恒常	2020/04/10
杜野凛世	シャニマス	S	SSR	夜明けの晩に	恒常	2020/04/10
市川雛菜	シャニマス	W.I.N.G編				2020/04/12
越境イベント	シャニマス	シャイニーの日 2020 特別コミュ				2020/04/12
市川雛菜	シャニマス	P	R	白いツバサ	恒常	2020/04/12
浅倉透	シャニマス	S	R	283プロのヒナ	恒常	2020/04/13
樋口円香	シャニマス	S	R	283プロのヒナ	恒常	2020/04/13
福丸小糸	シャニマス	S	R	283プロのヒナ	恒常	2020/04/13
市川雛菜	シャニマス	S	R	283プロのヒナ	恒常	2020/04/13
櫻木真乃	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
風野灯織	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
八宮めぐる	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
月岡恋鐘	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
田中摩美々	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
白瀬咲耶	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
三峰結華	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
幽谷霧子	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
小宮果穂	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
園田智代子	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
西城樹里	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
杜野凛世	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
有栖川夏葉	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
大崎甘奈	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
大崎甜花	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
桑山千雪	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
芹沢あさひ	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
黛冬優子	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
和泉愛依	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
浅倉透	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
樋口円香	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
福丸小糸	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
市川雛菜	シャニマス	P	SR	白いツバサ	アイドルロード	2020/04/13
櫻木真乃	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
風野灯織	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
八宮めぐる	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
月岡恋鐘	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
田中摩美々	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
白瀬咲耶	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
三峰結華	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
幽谷霧子	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
小宮果穂	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
園田智代子	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
西城樹里	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
杜野凛世	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
有栖川夏葉	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
大崎甘奈	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
大崎甜花	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
桑山千雪	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
芹沢あさひ	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
黛冬優子	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
和泉愛依	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
浅倉透	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
樋口円香	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
福丸小糸	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
市川雛菜	シャニマス	P	SSR	アイドルロード	アイドルロード	2020/04/13
大崎甘奈	シャニマス	P	SR	見つけたい、だけど……	イベント	2020/04/20
田中摩美々	シャニマス	S	SSR	スプリング・フィッシュ	限定	2020/04/20
大崎甜花	シャニマス	P	SSR	四夜一夜物語	限定	2020/04/20
アンティーカ	シャニマス	ストーリー・ストーリー				2020/04/30
月岡恋鐘	シャニマス	S	SSR	晴れ、よかばい～！	限定	2020/04/30
白瀬咲耶	シャニマス	P	SSR	海と太陽のプロメッサ	限定	2020/04/30
三峰結華	シャニマス	S	SSR	おはようと日向に手を振る	イベント	2020/04/30
櫻木真乃	シャニマス	G.R.A.D.編				2020/05/13
風野灯織	シャニマス	G.R.A.D.編				2020/05/13
八宮めぐる	シャニマス	G.R.A.D.編				2020/05/13
小宮果穂	シャニマス	G.R.A.D.編				2020/05/13
園田智代子	シャニマス	G.R.A.D.編				2020/05/13
西城樹里	シャニマス	G.R.A.D.編				2020/05/13
杜野凛世	シャニマス	G.R.A.D.編				2020/05/13
有栖川夏葉	シャニマス	G.R.A.D.編				2020/05/13
有栖川夏葉	シャニマス	P	SR	鳥籠をひらいて	恒常	2020/05/13
小宮果穂	シャニマス	S	SR	ホーカゴ・ア・ゴーゴー！	イベント	2020/05/13
浅倉透	シャニマス	P	SSR	10個、光	恒常	2020/05/13
和泉愛依	シャニマス	P	SR	ご褒美、いるよね♪	イベント	2020/05/22
樋口円香	シャニマス	P	SSR	カラカラカラ	恒常	2020/05/22
イルミネーションスターズ	シャニマス	くもりガラスの銀曜日				2020/05/31
八宮めぐる	シャニマス	P	SSR	アイの誓い	限定	2020/05/31
芹沢あさひ	シャニマス	S	SSR	今日の手は空を切らない	限定	2020/05/31
風野灯織	シャニマス	S	SSR	宝石色のしおり	イベント	2020/05/31
月岡恋鐘	シャニマス	G.R.A.D.編				2020/06/10
田中摩美々	シャニマス	G.R.A.D.編				2020/06/10
白瀬咲耶	シャニマス	G.R.A.D.編				2020/06/10
三峰結華	シャニマス	G.R.A.D.編				2020/06/10
幽谷霧子	シャニマス	G.R.A.D.編				2020/06/10
大崎甘奈	シャニマス	G.R.A.D.編				2020/06/10
大崎甜花	シャニマス	G.R.A.D.編				2020/06/10
桑山千雪	シャニマス	G.R.A.D.編				2020/06/10
白瀬咲耶	シャニマス	P	SR	真紅一輪	恒常	2020/06/10
黛冬優子	シャニマス	S	SR	(ノージャンル)グラヴィティ	イベント	2020/06/10
和泉愛依	シャニマス	S	SR	＋『α』	恒常	2020/06/19
西城樹里	シャニマス	P	SR	夏服にWIND YOU！	イベント	2020/06/19
小宮果穂	シャニマス	S	SSR	ナツイロ☆アフタースクール	恒常	2020/06/19
西城樹里	シャニマス	S	SSR	SPACE WHAT？	恒常	2020/06/19
福丸小糸	シャニマス	P	SSR	ポシェットの中には	恒常	2020/06/19
市川雛菜	シャニマス	P	SSR	HAPPY-!NG	恒常	2020/06/19
ノクチル	シャニマス	天塵				2020/06/30
浅倉透	シャニマス	P	SSR	途方もない午後	限定	2020/06/30
市川雛菜	シャニマス	S	SSR	ROOKIE!	限定	2020/06/30
樋口円香	シャニマス	S	SSR	游魚	イベント	2020/06/30
芹沢あさひ	シャニマス	G.R.A.D.編				2020/07/10
黛冬優子	シャニマス	G.R.A.D.編				2020/07/10
和泉愛依	シャニマス	G.R.A.D.編				2020/07/10
芹沢あさひ	シャニマス	S	SR	花火の夜に……	イベント	2020/07/10
櫻木真乃	シャニマス	P	SSR	ソラを跳ね	恒常	2020/07/10
福丸小糸	シャニマス	S	SR	きせつはアイスクリン	イベント	2020/07/21
有栖川夏葉	シャニマス	S	SSR	Sr×Ba×Cu=	限定	2020/07/21
黛冬優子	シャニマス	P	SSR	アンシーン・ダブルキャスト	限定	2020/07/21
越境イベント	シャニマス	アジェンダ２８３				2020/07/31
三峰結華	シャニマス	P	SSR	く ら く ら	限定	2020/07/31
桑山千雪	シャニマス	S	SSR	夏空への挑戦	限定	2020/07/31
櫻木真乃	シャニマス	S	SSR	つむぎ、まばゆく。星屑たち	イベント	2020/07/31
市川雛菜	シャニマス	P	SR	#SS	イベント	2020/08/11
白瀬咲耶	シャニマス	S	SSR	シー・イズ	限定	2020/08/11
杜野凛世	シャニマス	P	SSR	われにかへれ	限定	2020/08/11
大崎甜花	シャニマス	S	SR	Summer for Us	イベント	2020/08/21
大崎甘奈	シャニマス	P	SSR	叶えて☆ゴールドフィッシュ	恒常	2020/08/21
浅倉透	シャニマス	S	SSR	ハウ・アー・UFO	恒常	2020/08/21
放課後クライマックスガールズ	シャニマス	many screens				2020/08/31
園田智代子	シャニマス	S	SSR	kimagure全力ビート！	限定	2020/08/31
有栖川夏葉	シャニマス	P	SSR	cheer+	限定	2020/08/31
小宮果穂	シャニマス	S	SSR	続！（完全）燃焼	イベント	2020/08/31
櫻木真乃	シャニマス	S	SR	まわる音色、君色のかおり	イベント	2020/09/11
八宮めぐる	シャニマス	S	SSR	アップ・トゥ・ユー	恒常	2020/09/11
田中摩美々	シャニマス	P	SSR	真・TRAVELER	恒常	2020/09/11
樋口円香	シャニマス	S	SR	閑話	恒常	2020/09/23
月岡恋鐘	シャニマス	P	SR	猫道カントリー	イベント	2020/09/23
西城樹里	シャニマス	P	SSR	秋陽のスケッチ	恒常	2020/09/23
越境イベント	シャニマス	ゴシップ・キャンディ!-魔法の本とおかしな食べ物-				2020/09/30
和泉愛依	シャニマス	P	SSR	シャッターチャンス！？	限定	2020/09/30
福丸小糸	シャニマス	S	SSR	パーティーのやくそく	限定	2020/09/30
芹沢あさひ	シャニマス	S	SSR	ゴースト・サイド！	イベント	2020/09/30
風野灯織	シャニマス	P	SR	インビジブルタイム	イベント	2020/10/12
櫻木真乃	シャニマス	S	SSR	こころ、えんにならんで	恒常	2020/10/12
白瀬咲耶	シャニマス	P	SSR	乙女と交わすTrick	恒常	2020/10/12
浅倉透	シャニマス	S	SR	かっとばし党の逆襲	イベント	2020/10/21
幽谷霧子	シャニマス	S	SSR	数・数・娘・娘	限定	2020/10/21
樋口円香	シャニマス	P	SSR	ギンコ・ビローバ	限定	2020/10/21
アルストロメリア	シャニマス	流れ星が消えるまでのジャーニー				2020/10/31
風野灯織	シャニマス	S	SSR	水面を仰いで海の底	限定	2020/10/31
桑山千雪	シャニマス	P	SSR	秋空と紅葉	限定	2020/10/31
大崎甜花	シャニマス	S	SSR	リトル・スターズ	イベント	2020/10/31
浅倉透	シャニマス	ファン感謝祭編				2020/11/10
樋口円香	シャニマス	ファン感謝祭編				2020/11/10
福丸小糸	シャニマス	ファン感謝祭編				2020/11/10
市川雛菜	シャニマス	ファン感謝祭編				2020/11/10
浅倉透	シャニマス	P	SR	まわるものについて	イベント	2020/11/10
三峰結華	シャニマス	P	SSR	雨に祝福	恒常	2020/11/10
樋口円香	シャニマス	S	SSR	UNTITLED	恒常	2020/11/10
福丸小糸	シャニマス	S	SR	しかえし優等生	恒常	2020/11/20
園田智代子	シャニマス	S	SR	茜色セレンディピティ	イベント	2020/11/20
芹沢あさひ	シャニマス	P	SSR	不機嫌なテーマパーク	恒常	2020/11/20
櫻木真乃	シャニマス	P	SR	一番星の魔法	イベント	2020/11/30
月岡恋鐘	シャニマス	P	SSR	心の鐘が鳴っとるけん	限定	2020/11/30
西城樹里	シャニマス	S	SSR	モーニング・グロウリー？	限定	2020/11/30
越境イベント	シャニマス	明るい部屋				2020/12/11
園田智代子	シャニマス	P	SSR	プリティ・スイート	限定	2020/12/11
浅倉透	シャニマス	S	SSR	pooool	限定	2020/12/11
杜野凛世	シャニマス	S	SSR	日を食んで、夜を啜って	イベント	2020/12/11
桑山千雪	シャニマス	S	SR	RELAXIN	イベント	2020/12/23
黛冬優子	シャニマス	P	SSR	starring F	恒常	2020/12/23
和泉愛依	シャニマス	S	SSR	エンジョイ！パーティ	恒常	2020/12/23
ノクチル	シャニマス	海へ出るつもりじゃなかったし				2021/01/01
杜野凛世	シャニマス	S	SSR	祝唄-hogiuta-	限定	2021/01/01
福丸小糸	シャニマス	P	SSR	おみくじ結びますか	限定	2021/01/01
浅倉透	シャニマス	S	SSR	がんばれ！ ノロマ号	イベント	2021/01/01
田中摩美々	シャニマス	S	SR	イン・ザ・ピンク	イベント	2021/01/12
櫻木真乃	シャニマス	S	SSR	泡沫の石たちに乾杯	限定	2021/01/12
小宮果穂	シャニマス	P	SSR	日刊ウィズ・ユー！	限定	2021/01/12
西城樹里	シャニマス	S	SR	晴れ待ちのひと時	恒常	2021/01/22
有栖川夏葉	シャニマス	P	SR	風がかけていくように	イベント	2021/01/22
風野灯織	シャニマス	P	SSR	黒百合前で待ち合わせ	恒常	2021/01/22
ストレイライト	シャニマス	The Straylight				2021/01/31
大崎甘奈	シャニマス	S	SSR	スペンサー家の日常	限定	2021/01/31
芹沢あさひ	シャニマス	P	SSR	Housekeeping!	限定	2021/01/31
和泉愛依	シャニマス	S	SSR	いるっしょ！	イベント	2021/01/31
樋口円香	シャニマス	S	SR	Feb.	イベント	2021/02/10
八宮めぐる	シャニマス	S	SSR	ハッピー・バレンタイン？	恒常	2021/02/10
大崎甜花	シャニマス	P	SSR	BON・BON・DAY！	恒常	2021/02/10
浅倉透	シャニマス	S	SR	faaaar	恒常	2021/02/19
芹沢あさひ	シャニマス	P	SR	はり・はり	イベント	2021/02/19
市川雛菜	シャニマス	P	SSR	♡LOG	恒常	2021/02/19
アンティーカ	シャニマス	見て見ぬふりをすくって				2021/02/28
幽谷霧子	シャニマス	P	SSR	琴・禽・空・華	限定	2021/02/28
黛冬優子	シャニマス	S	SSR	×トリック／〇＿＿＿＿	限定	2021/02/28
白瀬咲耶	シャニマス	S	SSR	あのねが言える場所	イベント	2021/02/28
和泉愛依	シャニマス	S	SR	イケてた！？	恒常	2021/03/12
月岡恋鐘	シャニマス	S	SSR	会いに行かんば～！	限定	2021/03/12
大崎甘奈	シャニマス	P	SSR	約束ペタル	限定	2021/03/12
桑山千雪	シャニマス	S	SR	好き、っていうのはね	恒常	2021/03/22
福丸小糸	シャニマス	P	SR	はれのひ喫茶店	イベント	2021/03/22
杜野凛世	シャニマス	P	SSR	ロー・ポジション	恒常	2021/03/22
イルミネーションスターズ	シャニマス	青のReflection				2021/04/01
櫻木真乃	シャニマス	P	SSR	花風Smiley	限定	2021/04/01
小宮果穂	シャニマス	S	SSR	反撃の狼煙をあげよ！	限定	2021/04/01
八宮めぐる	シャニマス	S	SSR	Scoop up Scraps	イベント	2021/04/01
七草にちか	シャニマス	W.I.N.G編				2021/04/05
七草にちか	シャニマス	P	R	白いツバサ	恒常	2021/04/05
緋田美琴	シャニマス	W.I.N.G編				2021/04/08
緋田美琴	シャニマス	P	R	白いツバサ	恒常	2021/04/08
越境イベント	シャニマス	シャイニーの日 2021 特別コミュ				2021/04/12
黛冬優子	シャニマス	P	SR	はるさき可憐花	イベント	2021/04/12
西城樹里	シャニマス	P	SSR	I・OWE・U	恒常	2021/04/12
福丸小糸	シャニマス	S	SSR	思い出にもならない	恒常	2021/04/12
浅倉透	シャニマス	G.R.A.D.編				2021/04/20
樋口円香	シャニマス	G.R.A.D.編				2021/04/20
福丸小糸	シャニマス	G.R.A.D.編				2021/04/20
市川雛菜	シャニマス	G.R.A.D.編				2021/04/20
市川雛菜	シャニマス	S	SR	PEEPS!	イベント	2021/04/20
和泉愛依	シャニマス	S	SSR	よしよし♪	限定	2021/04/20
浅倉透	シャニマス	P	SSR	つづく、	限定	2021/04/20
放課後クライマックスガールズ	シャニマス	ミッション・コンプリート！				2021/04/30
